genero,edad,region,nivel_educacion,sector_economico,situacion_laboral,ingreso_mensual,ocupado
Mujer,15,Metropolitana,Universitaria,,Inactivo,,False
Hombre,62,Metropolitana,Media,Industria,Ocupado,798000.0,True
Hombre,49,Antofagasta,Técnica,Comercio,Ocupado,1224000.0,True
Hombre,41,Metropolitana,Media,Industria,Ocupado,928000.0,True
Hombre,53,Biobío,Técnica,Transporte,Ocupado,744000.0,True
Hombre,72,Metropolitana,Media,,Inactivo,,False
Hombre,64,Los Ríos,Postgrado,Transporte,Ocupado,1202000.0,True
Hombre,57,Maule,Media,Agricultura,Ocupado,516000.0,True
Mujer,27,Biobío,Media,Educación y salud,Ocupado,330000.0,True
Mujer,29,Metropolitana,Media,Comercio,Ocupado,471000.0,True
Hombre,15,Valparaíso,Media,Educación y salud,Ocupado,543000.0,True
Hombre,52,Araucanía,Universitaria,Educación y salud,Ocupado,2144000.0,True
Mujer,59,O'Higgins,Media,,Inactivo,,False
Hombre,61,Araucanía,Postgrado,Industria,Ocupado,939000.0,True
Hombre,52,Metropolitana,Básica,Construcción,Ocupado,297000.0,True
Hombre,39,Metropolitana,Universitaria,Comercio,Ocupado,1323000.0,True
Mujer,32,Valparaíso,Técnica,,Inactivo,,False
Hombre,28,Metropolitana,Universitaria,Servicios financieros,Ocupado,3097000.0,True
Mujer,39,Metropolitana,Media,Servicio doméstico,Ocupado,601000.0,True
Mujer,26,Los Ríos,Técnica,,Inactivo,,False
Hombre,70,Biobío,Básica,,Inactivo,,False
Hombre,21,Metropolitana,Media,Construcción,Ocupado,579000.0,True
Mujer,38,Metropolitana,Técnica,,Inactivo,,False
Hombre,15,Tarapacá,Básica,,Inactivo,,False
Hombre,46,Metropolitana,Universitaria,,Inactivo,,False
Mujer,41,Los Lagos,Media,Educación y salud,Ocupado,1016000.0,True
Mujer,36,Maule,Media,,Inactivo,,False
Hombre,27,Metropolitana,Técnica,Minería,Ocupado,489000.0,True
Hombre,42,Araucanía,Básica,Construcción,Ocupado,602000.0,True
Mujer,33,Tarapacá,Técnica,Servicio doméstico,Ocupado,357000.0,True
Hombre,39,Los Lagos,Universitaria,Educación y salud,Ocupado,1460000.0,True
Hombre,73,Maule,Básica,,Inactivo,,False
Hombre,44,Arica y Parinacota,Media,Construcción,Ocupado,936000.0,True
Hombre,50,Maule,Básica,Industria,Ocupado,431000.0,True
Mujer,34,Atacama,Media,,Desocupado,,False
Mujer,29,O'Higgins,Técnica,Educación y salud,Ocupado,622000.0,True
Mujer,41,Metropolitana,Universitaria,,Desocupado,,False
Hombre,80,Valparaíso,Media,,Inactivo,,False
Hombre,37,Metropolitana,Básica,Construcción,Ocupado,378000.0,True
Hombre,47,Metropolitana,Básica,Servicios financieros,Ocupado,1691000.0,True
Mujer,28,Antofagasta,Media,Educación y salud,Ocupado,724000.0,True
Hombre,15,Biobío,Media,Transporte,Ocupado,449000.0,True
Mujer,29,Metropolitana,Universitaria,,Inactivo,,False
Mujer,80,Metropolitana,Media,,Inactivo,,False
Mujer,51,Metropolitana,Universitaria,,Inactivo,,False
Hombre,68,Antofagasta,Media,Construcción,Ocupado,1523000.0,True
Mujer,36,Magallanes,Universitaria,,Inactivo,,False
Hombre,15,Metropolitana,Universitaria,Comercio,Ocupado,655000.0,True
Hombre,24,Valparaíso,Universitaria,,Desocupado,,False
Hombre,48,Metropolitana,Media,Transporte,Ocupado,573000.0,True
Mujer,45,Metropolitana,Media,Educación y salud,Ocupado,1060000.0,True
Hombre,41,Arica y Parinacota,Media,Transporte,Ocupado,1347000.0,True
Hombre,33,Metropolitana,Media,Educación y salud,Ocupado,668000.0,True
Mujer,57,Metropolitana,Técnica,,Inactivo,,False
Hombre,33,Maule,Postgrado,Industria,Ocupado,1681000.0,True
Hombre,46,Metropolitana,Técnica,Minería,Ocupado,617000.0,True
Mujer,45,Metropolitana,Media,Agricultura,Ocupado,977000.0,True
Hombre,36,Valparaíso,Media,Transporte,Ocupado,304000.0,True
Mujer,27,Metropolitana,Técnica,Comercio,Ocupado,478000.0,True
Mujer,35,Maule,Media,,Inactivo,,False
Hombre,71,Metropolitana,Básica,,Inactivo,,False
Mujer,59,Metropolitana,Básica,Educación y salud,Ocupado,483000.0,True
Mujer,58,Metropolitana,Universitaria,,Inactivo,,False
Mujer,29,Metropolitana,Media,,Inactivo,,False
Mujer,18,Metropolitana,Universitaria,,Inactivo,,False
Mujer,59,Metropolitana,Media,,Inactivo,,False
Hombre,56,Metropolitana,Técnica,,Inactivo,,False
Mujer,44,O'Higgins,Universitaria,Industria,Ocupado,708000.0,True
Mujer,36,Arica y Parinacota,Universitaria,,Desocupado,,False
Hombre,18,Metropolitana,Básica,Educación y salud,Ocupado,131000.0,True
Hombre,55,Metropolitana,Media,Comercio,Ocupado,314000.0,True
Mujer,60,Biobío,Básica,Construcción,Ocupado,370000.0,True
Mujer,31,Metropolitana,Media,Servicios financieros,Ocupado,1857000.0,True
Mujer,29,Metropolitana,Básica,Comercio,Ocupado,800000.0,True
Mujer,61,Metropolitana,Técnica,Servicio doméstico,Ocupado,588000.0,True
Mujer,31,Metropolitana,Media,,Inactivo,,False
Hombre,70,Biobío,Postgrado,Educación y salud,Ocupado,1430000.0,True
Hombre,40,Metropolitana,Universitaria,Servicios financieros,Ocupado,2688000.0,True
Mujer,35,Metropolitana,Técnica,,Inactivo,,False
Hombre,42,Metropolitana,Técnica,Construcción,Ocupado,1771000.0,True
Mujer,35,Maule,Básica,Servicio doméstico,Ocupado,215000.0,True
Mujer,60,Magallanes,Básica,Comercio,Ocupado,407000.0,True
Mujer,56,Metropolitana,Media,,Inactivo,,False
Mujer,59,Metropolitana,Universitaria,,Inactivo,,False
Hombre,44,Valparaíso,Básica,Transporte,Ocupado,445000.0,True
Mujer,34,Aysén,Media,Educación y salud,Ocupado,961000.0,True
Hombre,41,O'Higgins,Universitaria,,Inactivo,,False
Mujer,35,Valparaíso,Media,Servicios financieros,Ocupado,344000.0,True
Hombre,65,Metropolitana,Universitaria,Industria,Ocupado,1275000.0,True
Hombre,58,Metropolitana,Universitaria,Industria,Ocupado,1639000.0,True
Mujer,40,Valparaíso,Básica,,Desocupado,,False
Mujer,27,Maule,Técnica,,Inactivo,,False
Hombre,66,O'Higgins,Básica,,Desocupado,,False
Hombre,44,Metropolitana,Media,,Inactivo,,False
Mujer,39,Aysén,Universitaria,,Inactivo,,False
Hombre,66,Los Lagos,Básica,,Inactivo,,False
Mujer,33,Metropolitana,Universitaria,,Inactivo,,False
Mujer,36,Metropolitana,Postgrado,Servicio doméstico,Ocupado,348000.0,True
Hombre,38,Araucanía,Técnica,Transporte,Ocupado,957000.0,True
Mujer,20,Metropolitana,Media,,Inactivo,,False
Mujer,47,Los Lagos,Media,Servicio doméstico,Ocupado,587000.0,True
Mujer,29,Valparaíso,Media,,Desocupado,,False
Mujer,32,Maule,Básica,Educación y salud,Ocupado,109000.0,True
Mujer,30,Metropolitana,Básica,,Inactivo,,False
Mujer,32,Metropolitana,Básica,,Inactivo,,False
Hombre,28,Maule,Técnica,Agricultura,Ocupado,362000.0,True
Hombre,45,Tarapacá,Básica,Agricultura,Ocupado,272000.0,True
Mujer,39,Valparaíso,Media,,Desocupado,,False
Mujer,42,Metropolitana,Técnica,Educación y salud,Ocupado,482000.0,True
Hombre,79,Coquimbo,Básica,,Inactivo,,False
Mujer,39,Antofagasta,Media,Comercio,Ocupado,388000.0,True
Mujer,51,Metropolitana,Básica,,Inactivo,,False
Hombre,53,Valparaíso,Básica,,Inactivo,,False
Mujer,40,Valparaíso,Media,Comercio,Ocupado,368000.0,True
Hombre,46,Valparaíso,Básica,Construcción,Ocupado,587000.0,True
Hombre,42,Biobío,Media,Transporte,Ocupado,1045000.0,True
Hombre,45,Coquimbo,Básica,Comercio,Ocupado,472000.0,True
Mujer,32,Maule,Media,Comercio,Ocupado,249000.0,True
Mujer,34,Antofagasta,Técnica,,Desocupado,,False
Mujer,42,Antofagasta,Técnica,Servicio doméstico,Ocupado,784000.0,True
Hombre,15,Metropolitana,Media,,Inactivo,,False
Hombre,65,Metropolitana,Universitaria,Educación y salud,Ocupado,1682000.0,True
Hombre,76,Metropolitana,Universitaria,,Inactivo,,False
Mujer,44,Maule,Técnica,Servicio doméstico,Ocupado,75000.0,True
Hombre,52,Metropolitana,Media,Industria,Ocupado,1428000.0,True
Hombre,59,Valparaíso,Básica,Servicios financieros,Ocupado,611000.0,True
Hombre,20,Biobío,Media,Comercio,Ocupado,453000.0,True
Hombre,56,Valparaíso,Media,Agricultura,Ocupado,174000.0,True
Mujer,35,Biobío,Postgrado,Educación y salud,Ocupado,3107000.0,True
Mujer,78,Metropolitana,Universitaria,,Inactivo,,False
Hombre,38,Metropolitana,Básica,Educación y salud,Ocupado,567000.0,True
Mujer,56,Metropolitana,Postgrado,,Inactivo,,False
Mujer,39,Metropolitana,Técnica,,Inactivo,,False
Mujer,77,Metropolitana,Técnica,,Inactivo,,False
Mujer,33,Los Lagos,Universitaria,,Desocupado,,False
Hombre,60,Metropolitana,Media,Construcción,Ocupado,1030000.0,True
Mujer,52,Los Lagos,Media,Industria,Ocupado,265000.0,True
Mujer,48,Valparaíso,Universitaria,,Desocupado,,False
Hombre,45,Coquimbo,Básica,Industria,Ocupado,535000.0,True
Hombre,31,Metropolitana,Técnica,Comercio,Ocupado,972000.0,True
Mujer,15,Los Lagos,Universitaria,Servicio doméstico,Ocupado,412000.0,True
Mujer,59,Metropolitana,Universitaria,Comercio,Ocupado,511000.0,True
Mujer,34,Biobío,Media,Comercio,Ocupado,427000.0,True
Mujer,60,Metropolitana,Técnica,,Inactivo,,False
Mujer,47,Biobío,Básica,Servicio doméstico,Ocupado,132000.0,True
Mujer,61,Biobío,Universitaria,Servicio doméstico,Ocupado,388000.0,True
Hombre,54,O'Higgins,Media,Educación y salud,Ocupado,1074000.0,True
Hombre,15,Metropolitana,Técnica,,Inactivo,,False
Hombre,51,Metropolitana,Universitaria,Industria,Ocupado,1403000.0,True
Mujer,36,Los Lagos,Media,,Inactivo,,False
Mujer,60,Metropolitana,Media,Servicio doméstico,Ocupado,366000.0,True
Hombre,51,Metropolitana,Media,Construcción,Ocupado,362000.0,True
Hombre,51,Araucanía,Técnica,,Inactivo,,False
Hombre,37,O'Higgins,Técnica,Comercio,Ocupado,609000.0,True
Mujer,27,Metropolitana,Universitaria,,Desocupado,,False
Mujer,35,O'Higgins,Básica,Servicios financieros,Ocupado,447000.0,True
Hombre,15,Metropolitana,Media,,Inactivo,,False
Hombre,32,Metropolitana,Media,Educación y salud,Ocupado,377000.0,True
Mujer,18,Valparaíso,Básica,Comercio,Ocupado,502000.0,True
Hombre,18,Biobío,Técnica,Educación y salud,Ocupado,976000.0,True
Hombre,43,O'Higgins,Media,Educación y salud,Ocupado,370000.0,True
Hombre,50,Biobío,Básica,Educación y salud,Ocupado,486000.0,True
Mujer,41,Metropolitana,Técnica,Transporte,Ocupado,269000.0,True
Hombre,34,Magallanes,Media,Construcción,Ocupado,748000.0,True
Hombre,26,Metropolitana,Técnica,,Inactivo,,False
Mujer,36,Metropolitana,Básica,,Inactivo,,False
Hombre,28,Los Lagos,Básica,Industria,Ocupado,581000.0,True
Hombre,40,O'Higgins,Básica,Comercio,Ocupado,191000.0,True
Hombre,17,Los Ríos,Media,,Inactivo,,False
Mujer,53,Metropolitana,Técnica,Comercio,Ocupado,722000.0,True
Hombre,32,Metropolitana,Técnica,,Inactivo,,False
Mujer,48,Metropolitana,Básica,Educación y salud,Ocupado,477000.0,True
Mujer,56,Biobío,Media,Servicio doméstico,Ocupado,1542000.0,True
Mujer,47,Metropolitana,Media,Servicio doméstico,Ocupado,1625000.0,True
Mujer,54,Maule,Universitaria,,Inactivo,,False
Mujer,15,Valparaíso,Media,Servicios financieros,Ocupado,681000.0,True
Mujer,34,Metropolitana,Técnica,,Inactivo,,False
Hombre,59,Biobío,Técnica,,Inactivo,,False
Mujer,50,Los Lagos,Técnica,Servicios financieros,Ocupado,629000.0,True
Hombre,71,Metropolitana,Media,,Inactivo,,False
Mujer,69,Valparaíso,Básica,Educación y salud,Ocupado,404000.0,True
Hombre,46,Tarapacá,Media,Educación y salud,Ocupado,1169000.0,True
Hombre,37,Coquimbo,Universitaria,Agricultura,Ocupado,300000.0,True
Hombre,26,Biobío,Técnica,,Inactivo,,False
Hombre,34,Metropolitana,Media,Industria,Ocupado,218000.0,True
Hombre,35,Metropolitana,Media,Industria,Ocupado,369000.0,True
Mujer,32,Biobío,Básica,Servicio doméstico,Ocupado,317000.0,True
Mujer,27,Biobío,Media,Transporte,Ocupado,687000.0,True
Mujer,48,Metropolitana,Técnica,Servicio doméstico,Ocupado,627000.0,True
Mujer,69,Araucanía,Básica,Servicio doméstico,Ocupado,334000.0,True
Mujer,56,Metropolitana,Universitaria,Servicio doméstico,Ocupado,652000.0,True
Mujer,36,Metropolitana,Básica,Educación y salud,Ocupado,369000.0,True
Hombre,58,Araucanía,Técnica,Educación y salud,Ocupado,756000.0,True
Hombre,47,Valparaíso,Media,Construcción,Ocupado,1538000.0,True
Hombre,41,Magallanes,Universitaria,Construcción,Ocupado,1511000.0,True
Hombre,40,Metropolitana,Universitaria,,Desocupado,,False
Mujer,38,Los Ríos,Media,Servicios financieros,Ocupado,634000.0,True
Mujer,52,Valparaíso,Media,Educación y salud,Ocupado,688000.0,True
Hombre,44,Metropolitana,Universitaria,,Inactivo,,False
Hombre,30,Araucanía,Técnica,Agricultura,Ocupado,956000.0,True
Mujer,29,Biobío,Básica,,Desocupado,,False
Mujer,46,Araucanía,Técnica,Educación y salud,Ocupado,469000.0,True
Mujer,48,Metropolitana,Media,Servicio doméstico,Ocupado,307000.0,True
Mujer,36,Metropolitana,Media,,Desocupado,,False
Mujer,23,Metropolitana,Universitaria,,Inactivo,,False
Mujer,62,Metropolitana,Postgrado,,Inactivo,,False
Hombre,58,Metropolitana,Básica,Agricultura,Ocupado,279000.0,True
Hombre,15,Maule,Media,,Inactivo,,False
Hombre,63,Metropolitana,Media,Agricultura,Ocupado,789000.0,True
Hombre,38,Valparaíso,Universitaria,Educación y salud,Ocupado,705000.0,True
Hombre,45,Biobío,Universitaria,,Desocupado,,False
Mujer,60,Los Lagos,Universitaria,,Desocupado,,False
Hombre,68,Metropolitana,Básica,Educación y salud,Ocupado,633000.0,True
Mujer,58,Biobío,Básica,Agricultura,Ocupado,120000.0,True
Hombre,45,Araucanía,Media,Construcción,Ocupado,431000.0,True
Mujer,19,Metropolitana,Básica,Comercio,Ocupado,313000.0,True
Hombre,15,Maule,Básica,,Inactivo,,False
Hombre,56,Los Lagos,Media,Minería,Ocupado,2587000.0,True
Mujer,63,Maule,Técnica,,Inactivo,,False
Mujer,28,Tarapacá,Técnica,,Inactivo,,False
Mujer,37,Metropolitana,Universitaria,,Inactivo,,False
Hombre,33,Biobío,Básica,Agricultura,Ocupado,480000.0,True
Hombre,32,Metropolitana,Técnica,Industria,Ocupado,697000.0,True
Mujer,59,Tarapacá,Media,,Desocupado,,False
Hombre,45,Coquimbo,Media,Transporte,Ocupado,394000.0,True
Mujer,38,Biobío,Técnica,Comercio,Ocupado,390000.0,True
Mujer,80,Metropolitana,Universitaria,,Inactivo,,False
Mujer,19,Los Lagos,Básica,Comercio,Ocupado,144000.0,True
Hombre,50,Metropolitana,Universitaria,,Inactivo,,False
Mujer,25,Biobío,Media,,Inactivo,,False
Mujer,39,Antofagasta,Técnica,,Desocupado,,False
Mujer,44,Biobío,Universitaria,Comercio,Ocupado,2080000.0,True
Hombre,55,Biobío,Técnica,Agricultura,Ocupado,348000.0,True
Mujer,37,Metropolitana,Media,Educación y salud,Ocupado,1586000.0,True
Hombre,36,Metropolitana,Media,,Inactivo,,False
Hombre,37,Araucanía,Media,Transporte,Ocupado,486000.0,True
Hombre,24,Biobío,Universitaria,Educación y salud,Ocupado,853000.0,True
Mujer,52,Metropolitana,Postgrado,,Inactivo,,False
Hombre,46,Metropolitana,Técnica,Industria,Ocupado,952000.0,True
Mujer,48,Araucanía,Universitaria,,Desocupado,,False
Mujer,40,Ñuble,Técnica,,Inactivo,,False
Mujer,38,Metropolitana,Técnica,Comercio,Ocupado,1361000.0,True
Mujer,60,Metropolitana,Media,Educación y salud,Ocupado,387000.0,True
Hombre,58,Coquimbo,Media,Construcción,Ocupado,718000.0,True
Hombre,64,Biobío,Media,Comercio,Ocupado,470000.0,True
Hombre,47,Biobío,Media,Transporte,Ocupado,663000.0,True
Mujer,63,Metropolitana,Media,Servicios financieros,Ocupado,751000.0,True
Hombre,35,Metropolitana,Postgrado,Construcción,Ocupado,1409000.0,True
Hombre,38,Metropolitana,Universitaria,Construcción,Ocupado,1661000.0,True
Mujer,61,Valparaíso,Universitaria,Servicios financieros,Ocupado,640000.0,True
Mujer,55,Los Lagos,Universitaria,Agricultura,Ocupado,1580000.0,True
Hombre,37,Ñuble,Universitaria,Industria,Ocupado,1017000.0,True
Mujer,25,Metropolitana,Técnica,Educación y salud,Ocupado,513000.0,True
Mujer,38,Coquimbo,Media,Agricultura,Ocupado,462000.0,True
Hombre,31,Valparaíso,Universitaria,Industria,Ocupado,738000.0,True
Mujer,69,Maule,Media,Servicios financieros,Ocupado,640000.0,True
Mujer,54,Valparaíso,Técnica,Servicios financieros,Ocupado,994000.0,True
Hombre,29,Metropolitana,Básica,,Desocupado,,False
Hombre,25,Los Lagos,Media,,Inactivo,,False
Hombre,29,Metropolitana,Media,,Inactivo,,False
Hombre,33,Biobío,Técnica,Agricultura,Ocupado,1003000.0,True
Hombre,39,Coquimbo,Universitaria,Educación y salud,Ocupado,1166000.0,True
Hombre,59,Metropolitana,Básica,,Desocupado,,False
Hombre,26,Araucanía,Básica,Agricultura,Ocupado,127000.0,True
Hombre,78,Biobío,Universitaria,,Inactivo,,False
Mujer,26,Maule,Media,,Desocupado,,False
Hombre,19,Metropolitana,Técnica,Educación y salud,Ocupado,955000.0,True
Hombre,69,Metropolitana,Universitaria,Servicio doméstico,Ocupado,1073000.0,True
Hombre,63,Metropolitana,Técnica,Industria,Ocupado,357000.0,True
Hombre,39,Antofagasta,Básica,Agricultura,Ocupado,196000.0,True
Hombre,48,Valparaíso,Técnica,,Inactivo,,False
Mujer,48,Metropolitana,Postgrado,Construcción,Ocupado,4989000.0,True
Mujer,44,Arica y Parinacota,Media,Servicio doméstico,Ocupado,255000.0,True
Mujer,21,Metropolitana,Técnica,Servicio doméstico,Ocupado,344000.0,True
Mujer,15,Valparaíso,Media,Educación y salud,Ocupado,405000.0,True
Mujer,28,Metropolitana,Postgrado,,Inactivo,,False
Mujer,71,Biobío,Media,,Inactivo,,False
Mujer,71,Los Lagos,Media,,Desocupado,,False
Mujer,37,Valparaíso,Básica,Servicio doméstico,Ocupado,163000.0,True
Hombre,26,Valparaíso,Universitaria,Servicios financieros,Ocupado,512000.0,True
Hombre,46,Biobío,Media,Comercio,Ocupado,272000.0,True
Mujer,49,Valparaíso,Media,Servicio doméstico,Ocupado,241000.0,True
Mujer,51,Maule,Básica,,Inactivo,,False
Mujer,15,Atacama,Universitaria,,Inactivo,,False
Mujer,80,O'Higgins,Básica,Servicios financieros,Ocupado,304000.0,True
Mujer,60,Metropolitana,Técnica,Servicios financieros,Ocupado,699000.0,True
Mujer,38,Ñuble,Técnica,Educación y salud,Ocupado,252000.0,True
Mujer,30,Metropolitana,Técnica,Educación y salud,Ocupado,540000.0,True
Hombre,57,Valparaíso,Técnica,Construcción,Ocupado,1367000.0,True
Mujer,49,Metropolitana,Universitaria,Educación y salud,Ocupado,812000.0,True
Hombre,43,Metropolitana,Básica,Industria,Ocupado,455000.0,True
Mujer,49,Magallanes,Media,Industria,Ocupado,1409000.0,True
Mujer,40,Metropolitana,Básica,,Inactivo,,False
Hombre,48,Valparaíso,Media,Construcción,Ocupado,411000.0,True
Mujer,53,Metropolitana,Media,Educación y salud,Ocupado,3402000.0,True
Hombre,47,Valparaíso,Media,Minería,Ocupado,1680000.0,True
Hombre,46,Araucanía,Universitaria,,Inactivo,,False
Hombre,64,Biobío,Universitaria,Minería,Ocupado,1757000.0,True
Mujer,16,Valparaíso,Media,Construcción,Ocupado,367000.0,True
Hombre,29,Metropolitana,Técnica,Educación y salud,Ocupado,1648000.0,True
Mujer,42,Maule,Técnica,Educación y salud,Ocupado,411000.0,True
Mujer,30,Metropolitana,Universitaria,Comercio,Ocupado,772000.0,True
Mujer,35,Metropolitana,Básica,,Inactivo,,False
Hombre,62,Metropolitana,Técnica,Transporte,Ocupado,1917000.0,True
Hombre,39,Metropolitana,Media,Comercio,Ocupado,497000.0,True
Mujer,15,Metropolitana,Media,,Inactivo,,False
Mujer,35,Metropolitana,Técnica,Educación y salud,Ocupado,588000.0,True
Hombre,42,Maule,Media,,Inactivo,,False
Hombre,42,Metropolitana,Básica,,Inactivo,,False
Mujer,50,Maule,Técnica,,Desocupado,,False
Mujer,49,Metropolitana,Básica,,Inactivo,,False
Hombre,39,O'Higgins,Media,,Desocupado,,False
Hombre,22,Metropolitana,Media,Educación y salud,Ocupado,403000.0,True
Hombre,34,Metropolitana,Técnica,Comercio,Ocupado,257000.0,True
Mujer,32,Metropolitana,Técnica,,Inactivo,,False
Mujer,37,Metropolitana,Postgrado,,Desocupado,,False
Mujer,53,Antofagasta,Media,Comercio,Ocupado,1045000.0,True
Mujer,48,Metropolitana,Básica,Servicio doméstico,Ocupado,269000.0,True
Hombre,55,Arica y Parinacota,Básica,Minería,Ocupado,1159000.0,True
Mujer,35,Metropolitana,Media,Servicio doméstico,Ocupado,343000.0,True
Hombre,66,Metropolitana,Media,Educación y salud,Ocupado,513000.0,True
Hombre,52,O'Higgins,Universitaria,Construcción,Ocupado,731000.0,True
Hombre,43,Aysén,Media,Servicios financieros,Ocupado,1259000.0,True
Hombre,51,Biobío,Media,,Inactivo,,False
Hombre,31,Los Lagos,Universitaria,Educación y salud,Ocupado,630000.0,True
Mujer,15,Los Lagos,Universitaria,,Inactivo,,False
Mujer,32,Atacama,Técnica,Servicio doméstico,Ocupado,520000.0,True
Mujer,53,Metropolitana,Media,Industria,Ocupado,677000.0,True
Hombre,43,Metropolitana,Media,Minería,Ocupado,662000.0,True
Hombre,39,Atacama,Media,,Inactivo,,False
Mujer,28,Biobío,Básica,,Inactivo,,False
Mujer,15,Araucanía,Media,,Inactivo,,False
Mujer,64,Metropolitana,Universitaria,Educación y salud,Ocupado,874000.0,True
Mujer,38,Araucanía,Media,Educación y salud,Ocupado,449000.0,True
Hombre,35,Maule,Básica,,Inactivo,,False
Mujer,31,Metropolitana,Básica,Comercio,Ocupado,315000.0,True
Hombre,62,Valparaíso,Universitaria,Agricultura,Ocupado,2312000.0,True
Hombre,56,Los Lagos,Media,Construcción,Ocupado,642000.0,True
Mujer,26,Maule,Media,,Inactivo,,False
Mujer,60,Metropolitana,Técnica,Comercio,Ocupado,628000.0,True
Hombre,39,Valparaíso,Media,Construcción,Ocupado,481000.0,True
Hombre,32,Biobío,Técnica,Industria,Ocupado,604000.0,True
Mujer,37,Biobío,Básica,Servicios financieros,Ocupado,344000.0,True
Mujer,29,Metropolitana,Técnica,Educación y salud,Ocupado,461000.0,True
Hombre,20,Magallanes,Básica,Construcción,Ocupado,525000.0,True
Hombre,54,Metropolitana,Media,Industria,Ocupado,1679000.0,True
Hombre,38,Los Lagos,Media,Construcción,Ocupado,434000.0,True
Hombre,51,Metropolitana,Universitaria,Industria,Ocupado,1694000.0,True
Hombre,46,Maule,Media,Agricultura,Ocupado,279000.0,True
Mujer,50,Los Ríos,Universitaria,Educación y salud,Ocupado,974000.0,True
Hombre,15,Biobío,Media,,Inactivo,,False
Mujer,28,Metropolitana,Universitaria,Educación y salud,Ocupado,517000.0,True
Hombre,51,Araucanía,Media,Construcción,Ocupado,311000.0,True
Hombre,21,Metropolitana,Media,Educación y salud,Ocupado,351000.0,True
Hombre,47,Antofagasta,Técnica,Servicios financieros,Ocupado,1148000.0,True
Hombre,19,O'Higgins,Media,Educación y salud,Ocupado,241000.0,True
Hombre,42,Metropolitana,Universitaria,Construcción,Ocupado,369000.0,True
Hombre,67,Metropolitana,Universitaria,Comercio,Ocupado,506000.0,True
Hombre,54,Metropolitana,Básica,Transporte,Ocupado,416000.0,True
Hombre,15,Antofagasta,Universitaria,Comercio,Ocupado,583000.0,True
Mujer,55,Valparaíso,Media,Educación y salud,Ocupado,399000.0,True
Mujer,71,Ñuble,Técnica,,Inactivo,,False
Hombre,80,Metropolitana,Universitaria,,Inactivo,,False
Hombre,49,Metropolitana,Media,Construcción,Ocupado,799000.0,True
Hombre,20,Metropolitana,Básica,Minería,Ocupado,431000.0,True
Hombre,48,Valparaíso,Técnica,Servicios financieros,Ocupado,992000.0,True
Mujer,67,Metropolitana,Media,,Inactivo,,False
Mujer,39,Metropolitana,Media,,Desocupado,,False
Hombre,58,Araucanía,Técnica,,Desocupado,,False
Mujer,28,Los Lagos,Media,Servicios financieros,Ocupado,2121000.0,True
Hombre,47,Metropolitana,Básica,Comercio,Ocupado,354000.0,True
Hombre,15,Antofagasta,Universitaria,,Inactivo,,False
Hombre,26,Metropolitana,Técnica,Construcción,Ocupado,682000.0,True
Mujer,41,Metropolitana,Técnica,,Inactivo,,False
Hombre,36,Metropolitana,Media,,Inactivo,,False
Mujer,21,Metropolitana,Postgrado,Educación y salud,Ocupado,1688000.0,True
Mujer,34,O'Higgins,Media,Educación y salud,Ocupado,318000.0,True
Mujer,47,Metropolitana,Básica,,Inactivo,,False
Mujer,40,Araucanía,Media,Educación y salud,Ocupado,325000.0,True
Hombre,42,Metropolitana,Técnica,,Desocupado,,False
Hombre,53,Metropolitana,Media,Minería,Ocupado,1120000.0,True
Mujer,36,Los Ríos,Media,,Inactivo,,False
Hombre,63,Metropolitana,Media,Industria,Ocupado,771000.0,True
Mujer,26,Atacama,Técnica,Comercio,Ocupado,348000.0,True
Hombre,72,Valparaíso,Básica,,Inactivo,,False
Hombre,59,Maule,Técnica,Comercio,Ocupado,795000.0,True
Hombre,36,Metropolitana,Media,,Inactivo,,False
Mujer,37,Metropolitana,Media,Servicios financieros,Ocupado,1990000.0,True
Mujer,45,Atacama,Básica,Comercio,Ocupado,128000.0,True
Mujer,51,Valparaíso,Postgrado,Agricultura,Ocupado,1356000.0,True
Hombre,59,Metropolitana,Técnica,Servicios financieros,Ocupado,1109000.0,True
Hombre,20,Metropolitana,Básica,Agricultura,Ocupado,255000.0,True
Mujer,48,Metropolitana,Media,Transporte,Ocupado,724000.0,True
Mujer,15,Metropolitana,Básica,,Inactivo,,False
Hombre,39,Maule,Media,Construcción,Ocupado,1104000.0,True
Mujer,65,O'Higgins,Técnica,,Inactivo,,False
Hombre,19,Metropolitana,Básica,Construcción,Ocupado,447000.0,True
Hombre,16,Metropolitana,Universitaria,,Desocupado,,False
Mujer,45,Valparaíso,Media,,Inactivo,,False
Mujer,64,Metropolitana,Media,,Inactivo,,False
Mujer,47,Valparaíso,Básica,Comercio,Ocupado,593000.0,True
Mujer,15,Maule,Básica,,Inactivo,,False
Hombre,15,Metropolitana,Universitaria,,Inactivo,,False
Hombre,43,Metropolitana,Media,Transporte,Ocupado,639000.0,True
Mujer,23,Araucanía,Universitaria,Comercio,Ocupado,800000.0,True
Hombre,44,Metropolitana,Media,Comercio,Ocupado,461000.0,True
Mujer,45,Coquimbo,Media,,Inactivo,,False
Mujer,34,Araucanía,Media,Transporte,Ocupado,424000.0,True
Hombre,71,Metropolitana,Media,,Inactivo,,False
Hombre,51,Metropolitana,Básica,Comercio,Ocupado,376000.0,True
Hombre,61,Metropolitana,Básica,Construcción,Ocupado,497000.0,True
Mujer,56,Metropolitana,Postgrado,Servicio doméstico,Ocupado,407000.0,True
